company,domain,hubspot_company_id,in_hubspot,composite,tier,sites,city_state,nearest_primo,domain_source
Bridgestone Firestone Distribution Center,bridgestoneamericas.com,,no,93.77,A,1,"Ontario, CA",US PL Ontario Factory,curated:
R+L Carriers,rlcarriers.com,45063852085,yes,93.77,A,12,"Dallas, TX",US PL Dallas 2 Factory,package
Crete Carrier Corporation,cretecarrier.com,45004297368,yes,93.77,A,4,"Macungie, PA",US DC NFI - Breinigsville,package
Ceva Freight,cevalogistics.com,8982394445,yes,93.62,A,5,"Ontario, CA",US PL Ontario Factory,package
Pepsi Beverages,pepsico.com,,no,93.62,A,9,"Auburn, ME",US PL Poland Spring Factory,curated:
Amazon Counter - Ship A Latte (PUDO),amazon.com,8981959027,yes,93.6,A,2,"Hot Springs, AR",US DC Hot Springs (WHSE),package
XPO,xpomail.com,,no,93.57,A,16,"Allentown, PA",US DC NFI - Breinigsville,company_exact:high
Procter & Gamble Co,pg.com,45005695602,yes,93.49,A,1,"Sacramento, CA",US PL Sacramento Factory,package
P&G Chemicals,pg.com,45005695602,yes,93.49,A,1,"Sacramento, CA",US PL Sacramento Factory,package
Geodis Allentown,geodis.com,,no,93.46,A,1,"Allentown, PA",US DC NFI - Breinigsville,curated:
FedEx Authorized ShipCenter,fedex.com,8981900401,yes,93.46,A,1,"Ballston Spa, NY",US PL Saratoga Spring Factory,package
Next Carriers,nextcarriers.com,55518911005,yes,93.43,A,1,"Greenwood, IN",US PL Greenwood Indiana,package
Swift Transportation,swifttrans.com,45147097220,yes,93.4,A,7,"Jurupa Valley, CA",US PL Ontario Factory,package
GEODIS | Contract Logistics,geodis.com,,no,93.3,A,4,"Ontario, CA",US PL Ontario Factory,curated:
Frito-Lay Auburn PEC,fritolay.com,54772621360,yes,93.3,A,1,"Auburn, ME",US PL Poland Spring Factory,package
Keurig DrPepper,keurigdrpepper.com,45006156353,yes,93.27,A,1,"Allentown, PA",US DC NFI - Breinigsville,package
Bridgestone Distribution Center,bridgestoneamericas.com,54773411912,yes,93.25,A,2,"Allentown, PA",US DC NFI - Breinigsville,package
BASF Warehouse,basf.com,55554491191,yes,93.14,A,2,"Houston, TX",US PL S Houston Factory,package
Owens & Minor - Houston Distribution Center,owens-minor.com,8974722088,yes,93.1,A,2,"Allentown, PA",US DC NFI - Breinigsville,package
Chewy Fulfillment Center DFW1,chewy.com,,no,93.09,A,1,"Dallas, TX",US PL Dallas 2 Factory,curated:
Estes Express Lines,estes-express.com,45012514110,yes,93.07,A,33,"Greenwood, IN",US PL Greenwood Indiana,package
NFI,nfiindustries.com,,no,92.97,A,5,"Breinigsville, PA",US DC NFI - Breinigsville,curated:
Amazon,amazon.com,8981959027,yes,92.93,A,32,"Greenwood, IN",US PL Greenwood Indiana,package
General Mills,generalmills.com,45015289875,yes,92.81,A,1,"Mira Loma, CA",US PL Ontario Factory,package
Staples Fulfilment Center,staples.com,,no,92.8,A,11,"Ontario, CA",US PL Ontario Factory,curated:
Walmart,walmart.com,8536615003,yes,92.77,A,38,"Jurupa Valley, CA",US PL Ontario Factory,package
Greenfield Manufacturing Co,,,no,92.63,A,2,"Saratoga Springs, NY",US PL Saratoga Spring Factory,
A&M LOGISTICS INC,,,no,92.62,A,1,"Ontario, CA",US PL Ontario Factory,
LPM manufacturing,,,no,92.62,A,1,"Ontario, CA",US PL Ontario Factory,
PepsiCo,pepsico.com,55549761714,yes,92.5,A,4,"Denver, CO",US PL Denver Factory,package
King Soopers/Kroger Tejon Street Distribution Center,kroger.com,8536615981,yes,92.45,A,1,"Denver, CO",US PL Denver Factory,package
Panera Bread Warehouse,panerabread.com,54414979218,yes,92.45,A,1,"Ontario, CA",US PL Ontario Factory,package
Amazon Fulfillment Center IND9,amazon.com,8981959027,yes,92.44,A,1,"Greenwood, IN",US PL Greenwood Indiana,package
Exel/Owens Corning Warehouse,owenscorning.com,,no,92.28,A,1,"Dallas, TX",US PL Dallas 2 Factory,parent_facility:medium
Ball Metal Beverage Container,ball.com,,no,92.28,A,1,"Saratoga Springs, NY",US PL Saratoga Spring Factory,curated:
Dupont Industrial Center,dupont.com,,no,92.28,A,1,"Ontario, CA",US PL Ontario Factory,curated:
Earnest Machine,earnestmachine.com,,no,92.27,A,1,"Greenwood, IN",US PL Greenwood Indiana,package
Tractor Supply Co.,orschelnfarmhome.com,54728423017,yes,92.02,A,5,"High Springs, FL",US PL High Springs Factory,package
DHL Warehouse Verizon,dhl.com,8974643893,yes,92.02,A,1,"Whiteland, IN",US PL Greenwood Indiana,package
Uline Shipping Supplies - X1,uline.com,,no,91.94,A,1,"Alburtis, PA",US PL Allentown NPL Factory,curated:
Amazon Fulfillment Center Tours - FTW6,amazon.com,8981959027,yes,91.94,A,11,"Eastvale, CA",US PL Ontario Factory,package
Coca-Cola Fontana Warehouse,coca-colacompany.com,,no,91.87,A,1,"Fontana, CA",US PL Ontario Factory,package
Home Depot FDC Flatbed Distribution Center 5824,homedepot.com,,no,91.78,A,1,"Dallas, TX",US PL Dallas 2 Factory,curated:
Danone North America,dannon.com,45002291573,yes,91.77,A,2,"Dallas, TX",US PL Dallas 2 Factory,package
Home Depot warehouse,emeraldhillsfh.com,54785035603,yes,91.62,A,5,"Dallas, TX",US PL Dallas 2 Factory,package
Amazon Distribution DCA2,amazon.com,8981959027,yes,91.46,A,1,"Eastvale, CA",US PL Ontario Factory,package
AMAZON PRIME NOW (UCO1),amazon.com,8981959027,yes,91.46,A,1,"Denver, CO",US PL Denver Factory,package
Estes Logistics,esteslogistics.com,54756257198,yes,91.46,A,1,"Rancho Cucamonga, CA",US PL Ontario Factory,package
ONT1 Amazon Sort Center,amazon.com,8981959027,yes,91.3,A,1,"Mira Loma, CA",US PL Ontario Factory,package
Sellery Amazon Hub,amazon.com,8981959027,yes,91.3,A,1,"Madison, WI",US PL Madison Factory,package
Best Buy Warehouse Ontario,bestbuy.com,,no,91.27,A,1,"Ontario, CA",US PL Ontario Factory,parent_facility:medium
Amcor Rigid Plastics,amcor.com,,no,91.27,A,3,"Allentown, PA",US DC NFI - Breinigsville,curated:
Schneider cross dock,schneider.com,,no,91.14,A,1,"Rancho Cucamonga, CA",US PL Ontario Factory,curated:
CNO5 Amazon Sort Center,amazon.com,8981959027,yes,91.13,A,1,"Chino, CA",US PL Ontario Factory,package
SBD5 Amazon,amazon.com,8981959027,yes,91.13,A,1,"Mira Loma, CA",US PL Ontario Factory,package
Best Buy Warehouse,bestbuy.com,55554506249,yes,91.1,A,7,"Ontario, CA",US PL Ontario Factory,package
Packaging Corporation of America,packagingcorp.com,54771758469,yes,91.08,A,25,"Allentown, PA",US DC NFI - Breinigsville,package
Americold Logistics Ontario 5401,americold.com,,no,90.98,A,1,"Ontario, CA",US PL Ontario Factory,curated:
PENSKE WAREHOUSE,gopenske.com,55545684644,yes,90.94,A,4,"Houston, TX",US PL S Houston Factory,package
Kroger,kroger.com,8536615981,yes,90.93,A,7,"Greenwood, IN",US PL Greenwood Indiana,package
Shamrock Foodservice Warehouse Denver,shamrockfoods.com,54701592931,yes,90.91,A,1,"Denver, CO",US PL Denver Factory,package
Americold Logistics Ontario CA,americold.com,,no,90.82,A,1,"Ontario, CA",US PL Ontario Factory,curated:
Wakefern Foods,wakefern.com,45146351148,yes,90.8,A,1,"Breinigsville, PA",US DC NFI - Breinigsville,package
Amazon STX4,amazon.com,8981959027,yes,90.66,A,1,"Pasadena, TX",US PL Pasadena Factory,package
"Skuasco Global Logistics, DHL Express, FedEx",fedex.com,8981900401,yes,90.48,A,1,"Sacramento, CA",US PL Sacramento Factory,package
Coca-Cola Parts,coca-colacompany.com,,no,90.48,A,1,"Dallas, TX",US PL Dallas 2 Factory,package
Amazon DHX1,amazon.com,8981959027,yes,90.34,A,1,"Houston, TX",US PL S Houston Factory,package
Americold,americold.com,8982323822,yes,90.33,A,19,"Allentown, PA",US DC NFI - Breinigsville,package
Americold Logistics Allentown - Ambassador,americold.com,,no,90.33,A,1,"Allentown, PA",US DC NFI - Breinigsville,curated:
Red Bull,redbulldistributioncompany.com,54757284199,yes,90.27,A,2,"Allentown, PA",US DC NFI - Breinigsville,package
Bimbo Bakeries-Sara Lee Distribution Center,bimbobakeriesusa.com,,no,90.18,A,1,"Commerce City, CO",US PL Denver Factory,parent_facility:medium
Kimberly Clark,kimberly-clark.com,45131056510,yes,90.11,A,2,"Ontario, CA",US PL Ontario Factory,package
Procter & Gamble Tambrands,pg.com,45005695602,yes,90.11,A,1,"Auburn, ME",US PL Poland Spring Factory,package
