Rank,Company,Best Composite,Mean Composite,Tier,Sites,Proximity,Fit %,Density,Min Distance (mi),Nearest Primo Site,"City, State",Segment,Confidence
1868,Fulfillment-Box,64.94,49.8,C,4,73,33.3,5,9.6,US PL Ontario Factory,"Fontana, CA",3pl,medium
1869,Real American Logistics,64.94,64.94,C,1,73,33.3,5,9.6,US PL Greenwood Indiana,"Indianapolis, IN",3pl,medium
1870,Trader Joe’s Co Warehouse,64.94,60.22,C,2,73,33.3,5,9.6,US PL Dallas 2 Factory,"Irving, TX",shipper,medium
1871,NORTHERN SAFETY LA PORTE DISTRIBUTION CENTER,64.94,64.94,C,1,73,33.3,5,9.6,US PL Pasadena Factory,"La Porte, TX",shipper,medium
1872,Little Apple Meat & Produce Corp,64.94,64.94,C,1,73,33.3,5,9.6,US DC NFI - Breinigsville,"Allentown, PA",shipper,low
1873,Dead River Terminal,64.93,64.93,D,1,91,0,5,2.9,US PL Poland Spring Factory,"Auburn, ME",shipper,medium
1874,AAA Cooper Transportation,64.93,48.67,C,4,91,0,5,2.9,US PL Ontario Factory,"Ontario, CA",shipper,low
1875,Prime Now HUB,64.93,64.93,D,1,91,0,5,2.9,US PL Sacramento Factory,"Sacramento, CA",shipper,low
1876,RISE Commercial District,64.93,64.93,D,1,91,0,5,2.9,US PL Greenwood Indiana,"Greenwood, IN",shipper,low
1877,Santa Fe Dehumidifiers,64.93,64.93,D,1,91,0,5,2.9,US PL Madison Factory,"Madison, WI",shipper,low
1878,Pineland Farms,64.89,64.89,C,1,68,41.3,5,11.5,US PL Poland Spring Factory,"New Gloucester, ME",shipper,low
1879,Westbrook Manufacturing,64.85,64.78,C,2,76,26.7,5,8.2,US PL S Houston Factory,"Houston, TX",shipper,medium
1880,"Rylind Manufacturing, Inc",64.85,64.85,C,1,76,26.7,5,8.2,US PL Denver Factory,"Golden, CO",shipper,medium
1881,CJ Logistics,64.81,64.81,C,1,72,33.3,5,9.7,US PL Ontario Factory,"Fontana, CA",3pl,medium
1882,Indiana Warehouse,64.81,64.81,C,1,72,33.3,5,9.7,US PL Greenwood Indiana,"Indianapolis, IN",shipper,medium
1883,Total Logistics Provider Inc,64.81,64.81,C,1,72,33.3,5,9.7,US PL Saratoga Spring Factory,"Ballston Lake, NY",3pl,medium
1884,Arriba Foods Packaging Plant,64.81,64.81,C,1,72,33.3,5,9.7,US PL S Houston Factory,"Houston, TX",shipper,medium
1885,Hydra Logistics,64.81,64.81,C,1,72,33.3,5,9.7,US PL Sacramento Factory,"McClellan Park, CA",3pl,medium
1886,Romark Logistics,64.81,56.56,C,3,72,33.3,5,9.7,US PL Dallas 2 Factory,"Lancaster, TX",3pl,medium
1887,LoneStar Cold Storage,64.81,64.81,C,1,72,33.3,5,9.7,US PL Dallas 2 Factory,"Irving, TX",shipper,medium
1888,Crossdocks Pro,64.81,64.81,C,1,72,33.3,5,9.7,US PL Ontario Factory,"Fontana, CA",shipper,low
1889,The Schwan Food Company,64.81,64.81,C,1,72,33.3,5,9.7,US PL S Houston Factory,"Pasadena, TX",shipper,low
1890,Triple H Food Processors LLC,64.81,64.81,C,1,72,33.3,5,9.7,US PL Ontario Factory,"Riverside, CA",shipper,low
1891,C & L Foods Inc,64.81,64.81,C,1,72,33.3,5,9.7,US PL Dallas 2 Factory,"Dallas, TX",shipper,low
1892,Creative Specialty Food Solutions,64.81,64.81,C,1,72,33.3,5,9.7,US PL S Houston Factory,"Houston, TX",shipper,low
1893,Morr-Is-Stored,64.77,64.77,D,1,90,0,5,3,US PL Saratoga Spring Factory,"Saratoga Springs, NY",shipper,low
1894,R C Moore Inc,64.77,63.49,D,2,90,0,5,1,US PL Poland Spring Factory,"Poland, ME",shipper,low
1895,"Perry Transport, inc.",64.77,64.77,D,1,90,0,5,3,US PL Poland Spring Factory,"Poland, ME",carrier,low
1896,Port Priority West,64.77,64.77,D,1,90,0,5,3,US PL Ontario Factory,"Jurupa Valley, CA",shipper,low
1897,Total Transit LLC,64.77,64.77,D,1,90,0,5,3,US PL Denver Factory,"Denver, CO",shipper,low
1898,Würth Industry,64.77,64.77,D,1,90,0,5,3,US PL Greenwood Indiana,"Greenwood, IN",shipper,low
1899,Delve,64.77,64.77,D,1,90,0,5,3,US PL Madison Factory,"Madison, WI",shipper,low
1900,Halvico Technologies Staffing,64.77,64.77,D,1,90,0,5,3,US PL Madison Factory,"Madison, WI",shipper,low
1901,MS Trucking & Fleet Services,64.71,64.71,C,1,76,26.7,5,8.3,US PL Dallas 2 Factory,"Dallas, TX",carrier,low
1902,R & L Carriers Inc,64.69,64.69,A,1,61,93.3,1,14.7,US PL Zephyrhills Factory,"Dade City, FL",shipper,medium
1903,Timeline Logistics - Houston,64.67,64.67,C,1,72,33.3,5,9.8,US PL S Houston Factory,"Houston, TX",3pl,medium
1904,Materials Warehouse,64.67,64.67,C,1,72,33.3,5,9.8,US PL Dallas 2 Factory,"Dallas, TX",shipper,medium
1905,Absolute Logistics LLC,64.67,64.22,C,2,72,33.3,5,9.8,US PL Denver Factory,"Greenwood Village, CO",3pl,medium
1906,Stereo Warehouse,64.67,64.67,C,1,72,33.3,5,9.8,US PL Denver Factory,"Aurora, CO",shipper,medium
1907,B & B Warehouse,64.67,64.67,C,1,72,33.3,5,9.8,US PL Pasadena Factory,"Deer Park, TX",shipper,medium
1908,RDR LOGISTICS LLC,64.67,64.67,C,1,72,33.3,5,9.8,US PL Sacramento Factory,"Sacramento, CA",3pl,medium
1909,The Warehouse Rentals and Supplies,64.67,64.67,C,1,72,33.3,5,9.8,US PL Pasadena Factory,"Pasadena, TX",shipper,medium
1910,Green Valley Food Corporation,64.67,64.67,C,1,72,33.3,5,9.8,US PL Dallas 2 Factory,"Dallas, TX",shipper,low
1911,"Food Concepts, Inc. (FCI)",64.67,64.67,C,1,72,33.3,5,9.8,US PL Madison Factory,"Middleton, WI",shipper,low
1912,California League of Food Producers,64.67,64.67,C,1,72,33.3,5,9.8,US PL Sacramento Factory,"Gold River, CA",shipper,low
1913,One World Direct,64.6,64.6,D,1,90,0,5,3.1,US PL Ontario Factory,"Ontario, CA",shipper,low
1914,New-Indy Ontario LLC,64.6,64.6,D,1,90,0,5,3.1,US PL Ontario Factory,"Ontario, CA",shipper,low
1915,TAS Energy - Cullen,64.6,64.6,D,1,90,0,5,3.1,US PL S Houston Factory,"Houston, TX",shipper,low
1916,Minsley Inc,64.6,64.6,D,1,90,0,5,3.1,US PL Ontario Factory,"Ontario, CA",shipper,low
1917,CMC Converting,64.6,64.6,D,1,90,0,5,3.1,US PL Ontario Factory,"Rancho Cucamonga, CA",shipper,low
1918,Fastener Manufacturing Company,64.57,64.57,C,1,76,26.7,5,8.4,US PL S Houston Factory,"Houston, TX",shipper,medium
1919,Safeway Truck Lines LLC,64.57,64.57,C,1,76,26.7,5,8.4,US PL Dallas 2 Factory,"Grand Prairie, TX",shipper,low
1920,Buske Logistics,64.54,46.34,C,4,72,33.3,5,9.9,US PL S Houston Factory,"Houston, TX",3pl,medium
1921,Priority One Logistics,64.54,64.54,C,1,72,33.3,5,9.9,US PL S Houston Factory,"Houston, TX",3pl,medium
1922,Bertrand's Inc/Chef's Warehouse,64.54,64.54,C,1,72,33.3,5,9.9,US PL Dallas 2 Factory,"Dallas, TX",shipper,medium
1923,CD Warehouse Records & Tapes,64.54,64.54,C,1,72,33.3,5,9.9,US PL Dallas 2 Factory,"Arlington, TX",shipper,medium
1924,Yolo County Children's Alliance - Food Distribution Center,64.54,64.54,C,1,72,33.3,5,9.9,US PL Sacramento Factory,"West Sacramento, CA",shipper,medium
1925,Franklin Logistics Center,64.54,64.54,C,1,72,33.3,5,9.9,US PL Greenwood Indiana,"Franklin, IN",3pl,medium
1926,El Venado Foods,64.54,64.54,C,1,72,33.3,5,9.9,US PL S Houston Factory,"Houston, TX",shipper,low
1927,McCARTY TRUCK PARK,64.54,64.54,C,1,72,33.3,5,9.9,US PL S Houston Factory,"Houston, TX",shipper,low
1928,Rockdale Manufacturing LLC,64.5,64.5,C,1,86,26.7,3,4.4,US PL Hot Springs 2 Factory,"Hot Springs, AR",shipper,medium
1929,"RIST Transport, Ltd.",64.44,64.44,D,1,90,0,5,3.2,US DC NFI - Breinigsville,"Allentown, PA",carrier,low
1930,Denver Central Fill,64.44,64.44,D,1,90,0,5,3.2,US PL Denver Factory,"Denver, CO",shipper,low
1931,L & E Engineering LLC,64.44,64.44,D,1,90,0,5,3.2,US PL Greenwood Indiana,"Greenwood, IN",shipper,low
1932,Jayco Manufacturing,64.43,64.43,C,1,75,26.7,5,8.5,US PL Dallas 2 Factory,"Grand Prairie, TX",shipper,medium
1933,Lonestar Truck Group Tyler,64.43,64.43,C,1,75,26.7,5,8.5,US PL Hawkins Factory,"Tyler, TX",shipper,low
1934,"Paramount Industrial, Inc.",64.43,64.43,C,1,75,26.7,5,8.5,US PL Greenwood Indiana,"Indianapolis, IN",shipper,low
1935,Packaging Suppliers of America,64.41,64.41,D,1,79,20,5,7.1,US PL Denver Factory,"Denver, CO",shipper,low
1936,West Warehouse,64.41,64.41,C,1,72,33.3,5,10,US PL Pasadena Factory,"Deer Park, TX 77536, USA",shipper,medium
1937,Warehouse & cross docking,64.41,64.41,C,1,72,33.3,5,10,US PL Sacramento Factory,"Sacramento, CA",shipper,medium
1938,"T Force Freight Houston, TX Terminal",64.41,64.41,C,1,72,33.3,5,10,US PL S Houston Factory,"Houston, TX",shipper,medium
1939,"Total Freight Solutions, Inc",64.41,64.41,C,1,72,33.3,5,10,US PL Sacramento Factory,"Sacramento, CA",shipper,low
1940,R P Foods,64.41,64.41,C,1,72,33.3,5,10,US PL Dallas 2 Factory,"Dallas, TX",shipper,low
1941,Baldwin Richardson Foods Co,64.41,64.41,C,1,72,33.3,5,10,US PL Ontario Factory,"Corona, CA",shipper,low
1942,Heritage Foods,64.41,64.41,C,1,72,33.3,5,10,US PL Ontario Factory,"Riverside, CA",shipper,low
1943,"Trans-Border Global Freight Systems, Inc.",64.41,64.41,C,1,72,33.3,5,10,US PL Saratoga Spring Factory,"Round Lake, NY",shipper,low
1944,Allentown Freight Station Historic Site - Lehigh Valley Railroad,64.41,64.41,C,1,72,33.3,5,10,US DC NFI - Breinigsville,"Allentown, PA 18102, USA",shipper,low
1945,Smurfit Westrock Longview,64.38,64.38,A,1,35,100,5,31.3,US PL Hawkins Factory,"Longview, TX",shipper,medium
1946,Weyerhaeuser Distribution Center,64.35,64.35,A,1,42,86.7,5,25.7,US DC NFI - Breinigsville,"Easton, PA",shipper,high
1947,McCoy Trucking and Excavating,64.34,64.34,C,1,86,26.7,3,4.5,US PL Hollis Factory,"Waterboro, ME",carrier,low
1948,Carpenter Southeastern Warehouse,64.33,64.33,C,1,82,33.3,3,5.8,US PL McBee Factory,"McBee, SC",shipper,medium
1949,Tony's Fine Foods,64.32,64.32,C,1,69,37.3,5,11,US PL Sacramento Factory,"West Sacramento, CA",shipper,low
1950,Cart.com Longview Fulfillment Center,64.31,64.31,A,1,35,100,5,31.4,US PL Hawkins Factory,"Longview, TX",3pl,high
1951,Coca-Cola Downey,64.31,64.31,A,1,35,100,5,31.4,US PL Ontario Factory,"Downey, CA",shipper,medium
1952,Pomona Packing Plant,64.29,63.88,C,2,75,26.7,5,8.6,US PL Ontario Factory,"Pomona, CA",shipper,medium
1953,JWP Manufacturing,64.29,64.29,C,1,75,26.7,5,8.6,US PL Sacramento Factory,"Rancho Cordova, CA",shipper,medium
1954,World Trade Distribution - Container Freight Station,64.28,64.28,C,1,71,33.3,5,10.1,US PL S Houston Factory,"Houston, TX",shipper,medium
1955,Titan Worldwide Logistics,64.28,64.28,C,1,71,33.3,5,10.1,US PL Dallas 2 Factory,"Dallas, TX",3pl,medium
1956,JD Martin Houston Distribution Center,64.28,64.28,C,1,71,33.3,5,10.1,US PL S Houston Factory,"Houston, TX",shipper,medium
1957,CORT Furniture Rental - Warehouse,64.28,64.28,C,1,71,33.3,5,10.1,US PL Denver Factory,"Aurora, CO",shipper,medium
1958,Parsel Ecommerce Fulfillment Solutions,64.28,64.28,C,1,71,33.3,5,10.1,US PL Pasadena Factory,"Pasadena, TX",3pl,medium
1959,Middleton Warehouse,64.28,64.28,C,1,71,33.3,5,10.1,US PL Madison Factory,"Middleton, WI",shipper,medium
1960,Ace Distribution center,64.28,59.84,C,2,71,33.3,5,10.1,US PL Denver Factory,"Aurora, CO",shipper,medium
1961,AIRPORT DISTRIBUTION CENTER,64.28,64.28,C,1,71,33.3,5,10.1,US PL Denver Factory,"Aurora, CO",shipper,medium
1962,PLS Logistics Services,64.28,47.56,C,2,71,33.3,5,10.1,US PL Dallas 2 Factory,"Dallas, TX",3pl,medium
1963,"Blue Line Foodservice Distribution, Inc./Little Caesars Distribution Center",64.28,64.28,C,1,71,33.3,5,10.1,US PL Denver Factory,"Aurora, CO",shipper,medium
1964,Crossdock Pro,64.28,64.28,C,1,71,33.3,5,10.1,US PL S Houston Factory,"Houston, TX",shipper,low
1965,IdleAir,64.28,64.28,C,1,71,33.3,5,10.1,US PL Dallas 2 Factory,"Dallas, TX",shipper,low
1966,Harbor Autostop,64.28,64.28,C,1,71,33.3,5,10.1,US PL Sacramento Factory,"West Sacramento, CA",shipper,low
1967,Sunneen Health Foods,64.28,64.28,C,1,71,33.3,5,10.1,US DC NFI - Breinigsville,"Allentown, PA",shipper,low
1968,Shinmei FOODS USA Corporation,64.28,64.28,C,1,71,33.3,5,10.1,US PL Sacramento Factory,"West Sacramento, CA",shipper,low
1969,Nichirei Sacramento Foods,64.28,64.28,C,1,71,33.3,5,10.1,US PL Sacramento Factory,"West Sacramento, CA",shipper,low
1970,"Vessey, Inc.",64.28,64.28,C,1,71,33.3,5,10.1,US PL Madison Factory,"Middleton, WI",shipper,low
1971,Refresco Beverages,64.28,40.48,C,5,71,33.3,5,10.1,US PL Dallas 2 Factory,"Fort Worth, TX",shipper,low
1972,Logistic Pro Movers,64.27,64.27,D,1,90,0,5,3.3,US PL Denver Factory,"Denver, CO",shipper,low
1973,CORE X ALLIANCE,64.27,61.78,D,2,90,0,5,3.3,US PL Ontario Factory,"Ontario, CA",shipper,low
1974,Moving Forward Transit,64.27,64.27,D,1,90,0,5,3.3,US PL Poland Spring Factory,"West Poland, ME",shipper,low
1975,Cold Is Cool Refrigeration,64.27,64.27,D,1,90,0,5,3.3,US PL Sacramento Factory,"Sacramento, CA",shipper,low
1976,"El Recycling, llc",64.27,64.27,D,1,90,0,5,3.3,US PL Dallas 2 Factory,"Dallas, TX",shipper,low
1977,KLA Corporation,64.27,64.27,D,1,90,0,5,3.3,US DC NFI - Breinigsville,"Allentown, PA",shipper,low
1978,Downey Coca-Cola Vending,64.25,64.25,A,1,35,100,5,31.5,US PL Ontario Factory,"Downey, CA",shipper,medium
1979,Worldwide Logistics Inc,64.15,59.67,C,2,71,33.3,5,10.2,US PL S Houston Factory,"Houston, TX",3pl,medium
1980,Manna Food Bank - Food Distribution Center,64.15,64.15,C,1,71,33.3,5,10.2,US PL Sacramento Factory,"Sacramento, CA",shipper,medium
1981,Octopi Warehouse,64.15,64.02,C,2,71,33.3,5,10.2,US PL Madison Factory,"Windsor, WI",shipper,medium
1982,Next Generation Foods,64.15,64.15,C,1,71,33.3,5,10.2,US PL Sacramento Factory,"West Sacramento, CA",shipper,low
1983,Daylight Packing,64.15,64.15,C,1,71,33.3,5,10.2,US PL Sacramento Factory,"West Sacramento, CA",shipper,low
1984,QCD,64.11,64.11,D,1,89,0,5,3.4,US PL Greenwood Indiana,"Greenwood, IN",shipper,low
1985,Central Warehousing,64.11,64.11,D,1,89,0,5,3.4,US PL Denver Factory,"Denver, CO",3pl,low
1986,Blue Eagle Warehousing,64.11,64.11,D,1,89,0,5,3.4,US DC NFI - Breinigsville,"Allentown, PA",3pl,low
1987,Eggs Plus Farm,64.11,64.11,D,1,89,0,5,3.4,US PL Hollis Factory,"Dayton, ME",shipper,low
1988,INEOS Marina View,64.11,64.11,D,1,89,0,5,3.4,US PL Pasadena Factory,"League City, TX",shipper,low
1989,RaceTrac,64.1,52.64,A,9,37,96,5,10.6,US PL Hawkins Factory,"Longview, TX",shipper,medium
1990,South Carolina Association Of Hsa - Food Distribution Center,64.03,64.03,C,1,82,33.3,3,6,US PL McBee Factory,"Hartsville, SC 29550, USA",shipper,medium
1991,Lauck Manufacturing,64.02,64.02,C,1,75,26.7,5,8.8,US PL Greenwood Indiana,"Indianapolis, IN",shipper,medium
1992,Group Manufacturing Services Inc,64.02,64.02,C,1,75,26.7,5,8.8,US PL Sacramento Factory,"Rancho Cordova, CA",shipper,medium
1993,Indianapolis Industrial Center,64.02,64.02,C,1,75,26.7,5,8.8,US PL Greenwood Indiana,"Indianapolis, IN",shipper,low
1994,Adams Warehouse,64.02,63.76,C,2,71,33.3,5,10.3,US PL S Houston Factory,"Houston, TX",shipper,medium
1995,Nissan Warehouse,64.02,64.02,C,1,71,33.3,5,10.3,US PL Sacramento Factory,"Sacramento, CA",shipper,medium
1996,Warehouse for grocery,64.02,64.02,C,1,71,33.3,5,10.3,US PL Sacramento Factory,"Sacramento, CA",shipper,medium
1997,Exel Global Logistics,64.02,64.02,C,1,71,33.3,5,10.3,US PL Pasadena Factory,"La Porte, TX",3pl,medium
1998,D C Logistics,64.02,64.02,C,1,71,33.3,5,10.3,US PL Denver Factory,"Aurora, CO",3pl,medium
1999,Galaxy Mart,64.02,64.02,C,1,71,33.3,5,10.3,US PL Dallas 2 Factory,"Dallas, TX",shipper,low
2000,Irving Oil,64.01,48.31,D,2,87,4,5,4.2,US PL Poland Spring Factory,"Auburn, ME",shipper,low
2001,Vacationland Moving,63.94,63.94,D,1,89,0,5,3.5,US PL Poland Spring Factory,"Poland, ME",shipper,low
2002,Kenneth W Stone Inc,63.94,63.94,D,1,89,0,5,3.5,US PL Hollis Factory,"Hollis, ME",shipper,low
2003,Byer of Maine,63.94,63.94,D,1,89,0,5,3.5,US PL Poland Spring Factory,"Poland, ME",shipper,low
2004,Trucker's Paradise,63.94,63.94,C,1,69,37.3,5,11.3,US PL S Houston Factory,"Houston, TX",shipper,low
2005,White Arrow Logistics Inc,63.89,63.89,C,1,71,33.3,5,10.4,US PL Sacramento Factory,"Sacramento, CA",3pl,medium
2006,Vail Warehouse,63.89,63.89,C,1,71,33.3,5,10.4,US PL Denver Factory,"Aurora, CO",shipper,medium
2007,Discount Home Warehouse,63.89,63.89,C,1,71,33.3,5,10.4,US PL Dallas 2 Factory,"Dallas, TX",shipper,medium
2008,Purpose and Legacy - Food Distribution Center,63.89,63.89,C,1,71,33.3,5,10.4,US PL Sacramento Factory,"Sacramento, CA",shipper,medium
2009,Udi's Granola Manufacturing site,63.89,63.89,C,1,71,33.3,5,10.4,US PL Denver Factory,"Aurora, CO",shipper,medium
2010,Shorewood Hills United Methodist Chuch - Food Distribution Center,63.89,63.89,C,1,71,33.3,5,10.4,US DC Hot Springs (WHSE),"Malvern, AR",shipper,medium
2011,AIT Worldwide Logistics,63.89,45.74,C,2,71,33.3,5,10.4,US PL Sacramento Factory,"Sacramento, CA",3pl,medium
2012,NGVC Distribution Center,63.89,63.89,C,1,71,33.3,5,10.4,US PL Denver Factory,"Golden, CO",shipper,medium
2013,"Trinity Logistics | Fort Worth, TX",63.89,63.89,C,1,71,33.3,5,10.4,US PL Dallas 2 Factory,"Fort Worth, TX",3pl,medium
2014,Echo Global Logistics - Sacramento,63.89,63.89,C,1,71,33.3,5,10.4,US PL Sacramento Factory,"Sacramento, CA",3pl,medium
2015,Paradise Rich LLC,63.89,63.89,C,1,71,33.3,5,10.4,US PL Sacramento Factory,"Sacramento, CA",shipper,low
2016,Springboard Manufacturing,63.88,63.88,C,1,74,26.7,5,8.9,US PL Sacramento Factory,"Rancho Cordova, CA",shipper,medium
2017,"Truck Works, Inc.",63.87,63.87,C,1,85,26.7,3,4.8,US PL Cabazon Factory,"Banning, CA",shipper,low
2018,Central Access Storage,63.78,63.78,D,1,89,0,5,3.6,US DC Hot Springs (WHSE),"Hot Springs, AR",shipper,low
2019,KYB Americas Corporation,63.78,63.78,D,1,89,0,5,3.6,US PL Greenwood Indiana,"Greenwood, IN",shipper,low
2020,Cote Crane & Rigging,63.78,63.78,D,1,89,0,5,3.6,US PL Poland Spring Factory,"Auburn, ME",shipper,low
2021,Ontario FK Cross Dock,63.78,63.78,D,1,89,0,5,3.6,US PL Ontario Factory,"Ontario, CA",shipper,low
2022,FFE Transportation Services,63.78,63.78,D,1,89,0,5,3.6,US PL Ontario Factory,"Ontario, CA",shipper,low
2023,Kllm Transportation,63.78,63.78,D,1,89,0,5,3.6,US PL Ontario Factory,"Ontario, CA",shipper,low
2024,Wakunaga of America Co Ltd,63.78,63.78,D,1,89,0,5,3.6,US PL Ontario Factory,"Jurupa Valley, CA",shipper,low
2025,Lao Thai Nam Corporation,63.78,63.78,D,1,89,0,5,3.6,US PL Dallas 2 Factory,"Dallas, TX",shipper,low
2026,"Logistics Group International, Inc.",63.76,63.76,C,1,70,33.3,5,10.5,US PL S Houston Factory,"Houston, TX",3pl,medium
2027,Roper Apparel Warehouse,63.76,63.76,C,1,70,33.3,5,10.5,US PL Denver Factory,"Aurora, CO",shipper,medium
2028,"Distribution Alternatives, Inc. - Los Angeles Warehouse",63.76,63.76,C,1,70,33.3,5,10.5,US PL Ontario Factory,"Bloomington, CA",shipper,medium
2029,H & N Logistics Llc,63.76,63.76,C,1,70,33.3,5,10.5,US PL Madison Factory,"Madison, WI",3pl,medium
2030,"Barsan Global Logistics, INC",63.76,63.76,C,1,70,33.3,5,10.5,US PL Pasadena Factory,"La Porte, TX",3pl,medium
2031,ACD Distribution,63.76,63.76,C,1,70,33.3,5,10.5,US PL Madison Factory,"Middleton, WI",shipper,medium
2032,Andrew's Logistics,63.76,63.76,C,1,70,33.3,5,10.5,US PL Pasadena Factory,"La Porte, TX",3pl,medium
2033,Sacramento Logistics Llc,63.76,63.76,C,1,70,33.3,5,10.5,US PL Sacramento Factory,"West Sacramento, CA",3pl,medium
2034,Devine Intermodel trucks parking,63.76,63.76,C,1,70,33.3,5,10.5,US PL Sacramento Factory,"West Sacramento, CA",shipper,low
2035,Sunrise Manufacturing Inc.,63.75,63.75,C,1,74,26.7,5,9,US PL Sacramento Factory,"Rancho Cordova, CA",shipper,medium
2036,Sysco East Texas - Food Distributor & Restaurant Supplies,63.7,63.7,A,1,36,96,5,30.5,US PL Hawkins Factory,"Longview, TX",shipper,medium
2037,King Soopers City Market Distribution Center,63.69,63.69,C,1,68,37.3,5,11.5,US PL Denver Factory,"Aurora, CO",shipper,medium
2038,A N Webber Inc,63.63,63.63,D,1,99,0,3,0.2,US PL McBee Factory,"McBee, SC",shipper,low
2039,Markette,63.63,50.15,C,2,99,0,3,0.2,US PL McBee Factory,"McBee, SC",shipper,low
2040,Kingfield Quadrunners,63.63,63.63,D,1,99,0,3,0.2,US PL Kingfield Factory,"Kingfield, ME 04947, USA",shipper,low
2041,"First Call Logistics, LLC",63.63,53.59,C,2,70,33.3,5,10.6,US PL Dallas 2 Factory,"Irving, TX",3pl,medium
2042,Bogle Vineyards Distribution Warehouse,63.63,63.63,C,1,70,33.3,5,10.6,US PL Sacramento Factory,"West Sacramento, CA",shipper,medium
2043,Interglobo Logistics NA,63.63,63.63,C,1,70,33.3,5,10.6,US PL Pasadena Factory,"Deer Park, TX",3pl,medium
2044,MyLogisticsDept,63.63,63.63,C,1,70,33.3,5,10.6,US PL Sacramento Factory,"West Sacramento, CA",shipper,medium
2045,imperial logistics llc,63.63,63.63,C,1,70,33.3,5,10.6,US PL Greenwood Indiana,"Indianapolis, IN",3pl,medium
2046,Dallas Logistics Hub,63.63,63.63,C,1,70,33.3,5,10.6,US PL Dallas 2 Factory,"Dallas, TX",3pl,medium
2047,Highland Logistics,63.63,63.63,C,1,70,33.3,5,10.6,US PL Sacramento Factory,"West Sacramento, CA",3pl,medium
2048,"Gramatur ( truck and trailer repair, roadside service, cross-dock) Towing",63.63,63.63,C,1,70,33.3,5,10.6,US PL Sacramento Factory,"Sacramento, CA",shipper,low
2049,Wm. H. Buckley Farm,63.63,63.63,C,1,70,33.3,5,10.6,US PL Saratoga Spring Factory,"Ballston Lake, NY",shipper,low
2050,Chungs Gourmet Foods,63.63,63.63,C,1,70,33.3,5,10.6,US PL S Houston Factory,"Houston, TX",shipper,low
2051,Hartt Transportation Systems Inc.,63.62,63.62,D,1,88,0,5,3.7,US PL Poland Spring Factory,"Auburn, ME",shipper,low
2052,Aerix Industries,63.62,63.62,D,1,88,0,5,3.7,US DC NFI - Breinigsville,"Allentown, PA",shipper,low
2053,Smooth-On,63.62,63.62,D,1,88,0,5,3.7,US DC NFI - Breinigsville,"Macungie, PA",shipper,low
2054,BlueScope Coated Products,63.62,63.62,D,1,88,0,5,3.7,US PL Ontario Factory,"Rancho Cucamonga, CA",shipper,low
2055,Silgan Plastics Corp.,63.62,63.62,D,1,88,0,5,3.7,US PL S Houston Factory,"Houston, TX",shipper,low
2056,Love's Truck Care,63.61,41.15,C,4,74,26.7,5,9.1,US PL S Houston Factory,"Houston, TX",shipper,low
2057,Express Container Services,63.61,63.61,C,1,74,26.7,5,9.1,US PL S Houston Factory,"Houston, TX",shipper,low
2058,Tom Thumb/Randalls/Albertsons Distribution Center,63.59,63.59,A,1,41,86.7,5,26.7,US PL Dallas 2 Factory,"Roanoke, TX",shipper,high
2059,Amazon Fullfillment Center DFW7,63.57,63.57,A,1,37,93.3,5,29.5,US PL Dallas 2 Factory,"Fort Worth, TX",shipper,medium
2060,Nor-Cal Beverage Co,63.5,57.29,C,2,70,33.3,5,10.7,US PL Sacramento Factory,"West Sacramento, CA",shipper,medium
2061,Derby Logistics - Warehousing,63.5,63.5,C,1,70,33.3,5,10.7,US PL S Houston Factory,"Houston, TX",3pl,medium
2062,Men's Warehouse Distribution Center,63.5,63.5,C,1,70,33.3,5,10.7,US PL S Houston Factory,"Houston, TX",shipper,medium
2063,Live Global Logistics,63.5,63.5,C,1,70,33.3,5,10.7,US PL Dallas 2 Factory,"Dallas, TX",3pl,medium
