Rank,Composite,Proximity,Fit %,Density,Distance (mi),Nearest Primo Site,Tier,Segment,Confidence,Name,Account,"City, State",Vertical,Enterprise,Network,Corridor,Address
4434,49.14,44,33.3,5,24.7,US PL Ontario Factory,C,shipper,medium,Ross Distribution Center,,"Perris, CA",25,0,0,"Ontario, CA","3404 Indian Ave, Perris, CA 92571, USA"
4435,49.14,44,33.3,5,24.7,US PL Dallas 2 Factory,C,shipper,medium,Warehouse Rack - Fort Worth,,"Fort Worth, TX",25,0,0,"Dallas, TX","401 NE 38th St, Fort Worth, TX 76106, USA"
4436,49.14,44,33.3,5,24.7,US PL Allentown NPL Factory,C,shipper,medium,Lansdale Warehouse Co. Inc.,,"Hatfield, PA",25,0,0,"Allentown, PA","2250 Maple Ave, Hatfield, PA 19440, USA"
4437,49.14,44,33.3,5,24.7,US PL Saratoga Spring Factory,C,shipper,medium,Warehouse & Office Space For Lease from The Anderson Group,,"Albany, NY",25,0,0,"Saratoga Springs, NY","25 Computer Dr E, Albany, NY 12205, USA"
4438,49.14,44,33.3,5,24.7,US PL Saratoga Spring Factory,C,shipper,low,The Cookie Factory,,"Troy, NY",25,0,0,"Saratoga Springs, NY","520 Congress St, Troy, NY 12180, USA"
4439,49.14,44,33.3,5,24.7,US PL Saratoga Spring Factory,C,shipper,low,The Naan Factory,,"Colonie, NY",25,0,0,"Saratoga Springs, NY","1558 Central Ave, Colonie, NY 12205, USA"
4440,49.13,21,96,3,47.4,US PL Allentown NPL Factory,A,carrier,medium,Estes Express Lines,,"Bensalem, PA",25,22,25,"Allentown, PA","4095 Blanche Rd, Bensalem, PA 19020, USA"
4441,49.11,11,93.3,5,65.9,US PL Kingfield Factory,A,3pl,high,Temco Logistics 5224,,"Bangor, ME",20,25,25,"Bangor, ME","167 Target Industrial Cir, Bangor, ME 04401, USA"
4442,49.09,71,4,3,10.4,US PL Greenwood Indiana,D,3pl,low,Interstate Warehousing,,"Franklin, IN",0,3,0,"Indianapolis, IN","700 Bartram Pkwy, Franklin, IN 46131, USA"
4443,49.07,47,26.7,5,22.4,US PL Saratoga Spring Factory,C,shipper,medium,Arcadia Manufacturing Group,,"Green Island, NY",20,0,0,"Saratoga Springs, NY","80 Cohoes Ave, Green Island, NY 12183, USA"
4444,49.07,47,26.7,5,22.4,US PL Zephyrhills Factory,C,shipper,medium,"Engineering & Manufacturing Services, Inc (EMS3D)",,"Tampa, FL",20,0,0,"Tampa, FL","1911 US-301 #230, Tampa, FL 33619, USA"
4445,49.07,11,93.3,5,66.1,US PL Mecosta Factory,A,3pl,high,Amazon Fulfillment Center LAN2,amazon,"Lansing, MI",20,25,25,"Lansing, MI","6500 W Mt Hope Hwy, Lansing, MI 48917, USA"
4446,49.06,44,33.3,5,24.8,US PL Ontario Factory,C,shipper,medium,DEMATIC PSP3 Crossdock Warehouse,,"Perris, CA",25,0,0,"Ontario, CA","4564 Redlands Ave, Perris, CA 92571, USA"
4447,49.06,44,33.3,5,24.8,US PL S Houston Factory,C,3pl,medium,Distribution Services,,"Spring, TX",25,0,0,"Houston, TX","15725 Champion Forest Dr, Spring, TX 77379, USA"
4448,49.06,44,33.3,5,24.8,US PL Greenwood Indiana,C,shipper,low,"N. K. Hurst Co., Inc.",,"Zionsville, IN",25,0,0,"Indianapolis, IN","10505 Bennett Pkwy Ext #100, Zionsville, IN 46077, USA"
4449,49.05,18,100,3,51,US PL Zephyrhills Factory,A,shipper,high,"Coca-Cola Beverages Florida, Orlando Manufacturing",coca-cola,"Orlando, FL",25,25,25,"Tampa, FL","2900 Mercy Dr, Orlando, FL 32808, USA"
4450,49.05,18,100,3,51,US PL Zephyrhills Factory,A,shipper,medium,Sysco West Coast Florida - Food Distributor & Restaurant Supplies,,"Palmetto, FL",25,25,25,"Palmetto, FL","3000 69th St E, Palmetto, FL 34221, USA"
4451,49.03,62,0,5,14.4,US PL Hollis Factory,D,shipper,low,Bisson Moving & Storage,,"Westbrook, ME",0,0,0,"Auburn, ME","85 Eisenhower Dr, Westbrook, ME 04092, USA"
4452,49.03,62,0,5,14.4,US DC NFI - Breinigsville,D,shipper,low,New York FBA Prep Center,,"Northampton, PA",0,0,0,"Allentown, PA","175 Cesanek Rd Unit B05, Northampton, PA 18067, USA"
4453,49.03,62,0,5,14.4,US PL Hollis Factory,D,shipper,low,Bisson Transportation,,"Westbrook, ME",0,0,0,"Auburn, ME","85 Eisenhower Dr, Westbrook, ME 04092, USA"
4454,49.03,11,93.3,5,66.3,US PL Mecosta Factory,A,shipper,high,Amazon Warehouse,amazon,"Lansing, MI",20,25,25,"Lansing, MI","7009 W Mt Hope Hwy, Lansing, MI 48917, USA"
4455,49.02,65,33.3,1,12.7,US PL High Springs Factory,C,shipper,low,North Florida Custom Meats,,"Lake Butler, FL",25,0,0,"Jacksonville, FL","9817 SW County Rd 239A, Lake Butler, FL 32054, USA"
4456,49.02,23,90.7,3,43.7,US PL Allentown NPL Factory,A,shipper,high,Greenfield Manufacturing Co,,"Philadelphia, PA",25,18,25,"Allentown, PA","9800 Bustleton Ave, Philadelphia, PA 19115, USA"
4457,49.01,11,93.3,5,66.4,US PL McBee Factory,A,shipper,high,The Home Depot Distribution Center,the-home-depot,"Charlotte, NC",20,25,25,"Charlotte, NC","501 Black Satchel Dr, Charlotte, NC 28216, USA"
4458,48.98,55,33.3,3,18.2,US PL Dallas 2 Factory,C,shipper,low,Automated Food Systems,,"Waxahachie, TX",25,0,0,"Dallas, TX","1000 Lofland Dr, Waxahachie, TX 75165, USA"
4459,48.98,47,26.7,5,22.5,US PL Dallas 2 Factory,C,shipper,low,GC Packaging,,"Sunnyvale, TX",20,0,0,"Dallas, TX","100 Planters Rd, Sunnyvale, TX 75182, USA"
4460,48.98,44,33.3,5,24.9,US PL Saratoga Spring Factory,C,shipper,medium,NDCP / Dunkin' Donuts Distribution Warehouse,,"Albany, NY",25,0,0,"Saratoga Springs, NY","11 Petra Ln, Albany, NY 12205, USA"
4461,48.98,18,80,5,51.2,US PL McBee Factory,B,shipper,high,Ross Stores Distribution Center,,"Rock Hill, SC",20,25,15,"Charlotte, NC","1335 Galleria Blvd, Rock Hill, SC 29730, USA"
4462,48.96,51,20,5,20.3,US PL Greenwood Indiana,D,shipper,low,MM Packaging Indianapolis,,"Indianapolis, IN",15,0,0,"Indianapolis, IN","6454 Saguaro Ct, Indianapolis, IN 46268, USA"
4463,48.95,11,93.3,5,66.7,US PL McBee Factory,A,3pl,high,Amazon Fulfillment Center Tours - CLT4,amazon,"Charlotte, NC",20,25,25,"Charlotte, NC","8000 Tuckaseegee Rd, Charlotte, NC 28214, USA"
4464,48.94,73,0,3,9.6,US DC Hot Springs (WHSE),D,shipper,low,JM Bozeman Enterprises Inc,,"Malvern, AR",0,0,0,"Little Rock, AR","166 Seltzer Ln, Malvern, AR 72104, USA"
4465,48.93,11,93.3,5,66.8,US PL McBee Factory,A,shipper,high,Amazon Distribution Center,amazon,"Charlotte, NC",20,25,25,"Charlotte, NC","8419 Todd Rd, Charlotte, NC 28214, USA"
4466,48.93,11,93.3,5,66.8,US PL McBee Factory,A,shipper,medium,Amazon CLT4,amazon,"Charlotte, NC",20,25,25,"Charlotte, NC","8000 Tuckaseegee Rd, Charlotte, NC 28214, USA"
4467,48.92,62,0,5,14.5,US PL Hollis Factory,D,shipper,low,BSP Trans Inc,,"Westbrook, ME",0,0,0,"Auburn, ME","65 Eisenhower Dr, Westbrook, ME 04092, USA"
4468,48.92,62,0,5,14.5,US PL Ontario Factory,D,carrier,low,"New Way Transport Inc , Cross Dock",,"Riverside, CA",0,0,0,"Ontario, CA","2121 Atlanta Ave, Riverside, CA 92507, USA"
4469,48.9,65,33.3,1,12.8,US PL High Springs Factory,C,shipper,low,Mitchell's Specialty Meats and Bakery,,"Newberry, FL",25,0,0,"Jacksonville, FL","17010 W Newberry Rd, Newberry, FL 32669, USA"
4470,48.9,65,33.3,1,12.8,US PL Madison Factory,C,shipper,low,International Machinery Exchange,,"Deerfield, WI",25,0,0,"Madison, WI","214 N Main St, Deerfield, WI 53531, USA"
4471,48.9,43,33.3,5,25,US PL Zephyrhills Factory,C,shipper,medium,Mini Split Warehouse Tampa,,"Tampa, FL",25,0,0,"Tampa, FL","8263 Causeway Blvd Ste G, Tampa, FL 33619, USA"
4472,48.9,43,33.3,5,25,US PL Kingfield Factory,C,shipper,low,Maine Grain Alliance,,"Skowhegan, ME",25,0,0,"Auburn, ME","42 Court St, Skowhegan, ME 04976, USA"
4473,48.89,47,26.7,5,22.6,US PL Kingfield Factory,C,carrier,low,W D Collins Trucking,,"Farmington, ME",20,0,0,"Auburn, ME","861 Farmington Falls Rd, Farmington, ME 04938, USA"
4474,48.89,12,90.7,5,63.2,US PL McBee Factory,A,carrier,medium,Saia LTL Freight,,"Charlotte, NC",25,18,25,"Charlotte, NC","1101 W Craighead Rd, Charlotte, NC 28206, USA"
4475,48.88,54,33.3,3,18.3,US PL Poland Spring Factory,C,shipper,low,Grand Gourmet Foods & Gifts,,"Freeport, ME",25,0,0,"Auburn, ME","118 Main St, Freeport, ME 04032, USA"
4476,48.87,11,93.3,5,67.1,US PL Mecosta Factory,A,shipper,medium,WMI1 Amazon,amazon,"Saginaw, MI",20,25,25,"Saginaw, MI","3280 Commerce Centre Dr, Saginaw, MI 48601, USA"
4477,48.82,52,37.3,3,19.6,US PL Allentown NPL Factory,C,shipper,medium,Redner's Warehouse Markets,,"Reading, PA",25,3,0,"Allentown, PA","5450 Perkiomen Ave, Reading, PA 19606, USA"
4478,48.82,43,33.3,5,25.1,US PL Cabazon Factory,C,3pl,medium,Wally’s Distribution - 3PL Warehousing & Logistics,,"Perris, CA",25,0,0,"Ontario, CA","3125 Wilson Ave Door 40, Perris, CA 92571, USA"
4479,48.82,43,33.3,5,25.1,US PL Ontario Factory,C,shipper,medium,Perris Distribution Center,,"Perris, CA",25,0,0,"Ontario, CA","3691 N Perris Blvd, Perris, CA 92571, USA"
4480,48.82,43,33.3,5,25.1,US PL Ontario Factory,C,3pl,medium,First Perry Logistics,,"Perris, CA",25,0,0,"Ontario, CA","353 W Perry St, Perris, CA 92571, USA"
4481,48.82,43,33.3,5,25.1,US PL Dallas 2 Factory,C,shipper,medium,Castle & Cooke Cold Storage,,"Fort Worth, TX",25,0,0,"Dallas, TX","751 Eight Twenty Blvd, Fort Worth, TX 76106, USA"
4482,48.82,43,33.3,5,25.1,US PL Kingfield Factory,C,shipper,medium,Skowhegan Food Cupboard - Food Distribution Center,,"Skowhegan, ME",25,0,0,"Auburn, ME","131 Dr Mann Rd, Skowhegan, ME 04976, USA"
4483,48.82,43,33.3,5,25.1,US PL Dallas 2 Factory,C,3pl,medium,One Trade Logistics,,"Fort Worth, TX",25,0,0,"Dallas, TX","2857 Basswood Blvd Suite 521, Fort Worth, TX 76131, USA"
4484,48.81,61,0,5,14.6,US PL Ontario Factory,D,shipper,low,US Storage Centers,,"Riverside, CA",0,0,0,"Ontario, CA","3230 Trade Center Dr, Riverside, CA 92507, USA"
4485,48.81,61,0,5,14.6,US PL Hollis Factory,D,shipper,low,North Atlantic Cargo Line LLC,,"Scarborough, ME",0,0,0,"Auburn, ME","45 Center St STE B, Scarborough, ME 04074, USA"
4486,48.81,61,0,5,14.6,US PL Hollis Factory,D,shipper,low,Saunders Electronics,,"South Portland, ME",0,0,0,"Auburn, ME","192 Gannett Dr, South Portland, ME 04106, USA"
4487,48.78,54,33.3,3,18.4,US PL Poland Spring Factory,C,shipper,medium,Stone Cold Storage INC,,"Brunswick, ME",25,0,0,"Auburn, ME","456 Old Portland Rd, Brunswick, ME 04011, USA"
4488,48.78,54,33.3,3,18.4,US PL Poland Spring Factory,C,shipper,medium,L.L.Bean Davis Warehouse,,"Freeport, ME",25,0,0,"Auburn, ME","27 West St, Freeport, ME 04032, USA"
4489,48.78,54,33.3,3,18.4,US PL Poland Spring Factory,C,shipper,medium,Freeport Comm. Services - Food Distribution Center,,"Freeport, ME",25,0,0,"Auburn, ME","53 Depot St, Freeport, ME 04032, USA"
4490,48.77,50,20,5,20.5,US PL Zephyrhills Factory,C,shipper,low,Northstar Packaging Products & Shipping Supplies,,"Lakeland, FL",15,0,0,"Tampa, FL","3888 Industry Blvd, Lakeland, FL 33811, USA"
4491,48.77,32,93.3,1,33.9,US PL Zephyrhills Factory,A,shipper,high,Home Depot Flatbed Distribution Center #5856,,"Apollo Beach, FL",20,25,25,"Tampa, FL","6995 US-41, Apollo Beach, FL 33572, USA"
4492,48.77,16,82.7,5,54.4,US PL Mecosta Factory,A,shipper,medium,Schreiber,,"Grand Rapids, MI",25,22,15,"Grand Rapids, MI","5252 Clay Ave SW, Grand Rapids, MI 49548, USA"
4493,48.76,10,93.3,5,67.7,US PL Kingfield Factory,A,shipper,high,The Hannaford Center Hampden Distribution Center,,"Hampden, ME",20,25,25,"Bangor, ME","11 Penobscot Meadow Dr, Hampden, ME 04444, USA"
4494,48.74,43,33.3,5,25.2,US PL Zephyrhills Factory,C,shipper,medium,Tampa Warehouse and Transload,,"Tampa, FL",25,0,0,"Tampa, FL","1120 N 28th St, Tampa, FL 33605, USA"
4495,48.74,43,33.3,5,25.2,US PL Dallas 2 Factory,C,shipper,low,CrossDock Connect,,"Fort Worth, TX",25,0,0,"Dallas, TX","600 Railhead Rd, Fort Worth, TX 76106, USA"
4496,48.74,10,93.3,5,67.8,US PL McBee Factory,A,shipper,medium,Kellogg's Snacks,,"Charlotte, NC",25,25,20,"Charlotte, NC","1816 W Pointe Dr, Charlotte, NC 28214, USA"
4497,48.72,47,26.7,5,22.8,US PL Dallas 2 Factory,C,shipper,medium,Valtir (Manufacturing Plant),,"Fort Worth, TX",20,0,0,"Dallas, TX","2548 NE 28th St, Fort Worth, TX 76111, USA"
4498,48.72,10,93.3,5,67.9,US PL McBee Factory,A,shipper,high,Amazon Distribution Center CLT,amazon,"Charlotte, NC",20,25,25,"Charlotte, NC","10240 Old Dowd Rd, Charlotte, NC 28214, USA"
4499,48.69,61,0,5,14.7,US PL Hawkins Factory,D,shipper,low,Wastequip,,"Tyler, TX",0,0,0,"Tyler, TX","8521 FM 850, Tyler, TX 75705, USA"
4500,48.69,54,33.3,3,18.5,US PL Dallas 2 Factory,C,shipper,medium,"WareSpace North Richland Hills | Small Warehouse Space Rentals",,"North Richland Hills, TX",25,0,0,"Dallas, TX","7601 Blvd 26, North Richland Hills, TX 76180, USA"
4501,48.68,50,20,5,20.6,US PL Dallas 2 Factory,D,shipper,low,Green Bay Packaging Inc - Fort Worth Division,,"Fort Worth, TX",15,0,0,"Dallas, TX","5901 Campus Dr, Fort Worth, TX 76140, USA"
4502,48.68,50,20,5,20.6,US PL Dallas 2 Factory,D,shipper,low,Valor Chemicals,,"Garland, TX",15,0,0,"Dallas, TX","3719 Dividend Dr, Garland, TX 75042, USA"
4503,48.68,50,20,5,20.6,US PL Dallas 2 Factory,D,shipper,low,Rev1 packaging,,"Fort Worth, TX",15,0,0,"Dallas, TX","1851 Joel East Rd, Fort Worth, TX 76140, USA"
4504,48.67,43,33.3,5,25.3,US PL Ontario Factory,C,shipper,medium,Warehouse Exchange,,"Perris, CA",25,0,0,"Ontario, CA","24195 Orange Ave, Perris, CA 92570, USA"
4505,48.63,83,0,1,5.6,US PL Kingfield Factory,D,shipper,low,Maineweststorage,,"New Portland, ME",0,0,0,"Auburn, ME","15 Chick Rd, New Portland, ME 04961, USA"
4506,48.63,34,70.7,3,32.8,US PL Madison Factory,B,shipper,high,Generac Janesville Distribution Center,,"Janesville, WI",20,18,15,"Madison, WI","303 Venture Ct, Janesville, WI 53546, USA"
4507,48.63,10,93.3,5,68.4,US PL McBee Factory,A,shipper,medium,CLT9 Amazon Sort Center,amazon,"Charlotte, NC",20,25,25,"Charlotte, NC","3620 Reeves Ridge Dr, Charlotte, NC 28214, USA"
4508,48.59,54,33.3,3,18.6,US PL Mecosta Factory,C,shipper,low,Beacon and Bridge Market,,"Paris, MI",25,0,0,"Mt Pleasant, MI","21060 19 Mile Rd, Paris, MI 49338, USA"
4509,48.59,54,33.3,3,18.6,US PL Poland Spring Factory,C,shipper,low,Mast Landing Brewing Company - Freeport Taproom,,"Freeport, ME",25,0,0,"Auburn, ME","200 Lower Main St Suite 102, Freeport, ME 04032, USA"
4510,48.59,43,33.3,5,25.4,US PL Saratoga Spring Factory,C,shipper,medium,The Warehouse,,"Albany, NY",25,0,0,"Saratoga Springs, NY","132 Railroad Ave, Albany, NY 12205, USA"
4511,48.59,43,33.3,5,25.4,US PL Kingfield Factory,C,shipper,low,"Gifford's Dairy, Inc.",,"Skowhegan, ME",25,0,0,"Auburn, ME","25 Hathaway St, Skowhegan, ME 04976, USA"
4512,48.58,61,0,5,14.8,US PL Hawkins Factory,D,shipper,low,FreeUp Storage Tyler,,"Tyler, TX",0,0,0,"Tyler, TX","4044 County Rd 384, Tyler, TX 75708, USA"
4513,48.58,61,0,5,14.8,US PL Dallas 2 Factory,D,shipper,low,"CRST The Transportation Solution, Inc.",,"Hutchins, TX",0,0,0,"Dallas, TX","1096 S Interstate 45 Service Rd, Hutchins, TX 75141, USA"
4514,48.58,61,0,5,14.8,US PL Hollis Factory,D,shipper,low,IDEXX Horizon Center,,"Scarborough, ME",0,0,0,"Auburn, ME","240 Innovation Way, Scarborough, ME 04074, USA"
4515,48.58,61,0,5,14.8,US PL Ontario Factory,D,shipper,low,EPE USA - Riverside,,"Riverside, CA",0,0,0,"Ontario, CA","1111 E Citrus St Units 1 & 2, Riverside, CA 92507, USA"
4516,48.55,46,26.7,5,23,US PL Zephyrhills Factory,C,shipper,medium,ODYSSEY MANUFACTURING Co,,"Tampa, FL",20,0,0,"Tampa, FL","1484 Massaro Blvd, Tampa, FL 33619, USA"
4517,48.55,46,26.7,5,23,US PL Saratoga Spring Factory,C,shipper,low,The Factory Amsterdam,,"Latham, NY",20,0,0,"Saratoga Springs, NY","790 Watervliet Shaker Rd, Latham, NY 12110, USA"
4518,48.54,72,20,1,9.9,US PL Dallas 2 Factory,D,shipper,low,Pratt Industries cedar hill tx,,"Cedar Hill, TX",15,0,0,"Dallas, TX","1700 American Way Suite 100, Cedar Hill, TX 75104, USA"
4519,48.54,65,33.3,1,13.1,US PL Poland Spring Factory,C,shipper,medium,Raymond Food Pantry - Food Distribution Center,,"Raymond, ME",25,0,0,"Auburn, ME","1273 Roosevelt Trail, Raymond, ME 04071, USA"
4520,48.54,65,33.3,1,13.1,US PL Kingfield Factory,C,shipper,medium,Agtec Distribution Center,,"Phillips, ME 04966, USA",25,0,0,"Auburn, ME","Phillips, ME 04966, USA"
4521,48.47,46,26.7,5,23.1,US PL Allentown NPL Factory,C,shipper,medium,Craft-Bilt Manufacturing Company,,"Souderton, PA",20,0,0,"Allentown, PA","53 Souderton Hatfield Pike, Souderton, PA 18964, USA"
4522,48.43,43,33.3,5,25.6,US PL Cabazon Factory,C,3pl,medium,iDC Logistics - Perris CA.,,"Perris, CA",25,0,0,"Ontario, CA","251 E Rider St, Perris, CA 92571, USA"
4523,48.42,64,33.3,1,13.2,US PL Madison Factory,C,shipper,medium,"BCP Transportation Warehouse, Deerfield, WI 53531",,"Deerfield, WI",25,0,0,"Madison, WI","100 River Birch Ct, Deerfield, WI 53531, USA"
4524,48.39,53,33.3,3,18.8,US PL McBee Factory,C,shipper,low,Bishopville Truck & Auto Plaza,,"Bishopville, SC",25,0,0,"Florence, SC","1073 Sumter Hwy, Bishopville, SC 29010, USA"
4525,48.35,42,33.3,5,25.7,US PL Zephyrhills Factory,C,shipper,medium,Alessi Manufacturing,,"Tampa, FL",25,0,0,"Tampa, FL","5202 Eagle Trail Dr, Tampa, FL 33634, USA"
4526,48.35,42,33.3,5,25.7,US PL Zephyrhills Factory,C,shipper,medium,Plantain Products Co,,"Tampa, FL",25,0,0,"Tampa, FL","5821 Causeway Blvd, Tampa, FL 33619, USA"
4527,48.34,40,37.3,5,27.3,US PL Zephyrhills Factory,C,shipper,medium,Furniture Distribution Center,,"Tampa, FL",25,3,0,"Tampa, FL","5011 W Hillsborough Ave, Tampa, FL 33634, USA"
4528,48.33,19,96,3,49.6,US PL McBee Factory,A,carrier,high,XPO Logistics Columbia,,"Columbia, SC",25,22,25,"Columbia, SC","121 S Highland Forest Dr, Columbia, SC 29203, USA"
4529,48.31,50,20,5,21,US PL Dallas 2 Factory,C,shipper,low,Associated Packaging Inc.,,"Mesquite, TX",15,0,0,"Dallas, TX","1465 I-30 Frontage Rd #400, Mesquite, TX 75150, USA"
4530,48.3,64,33.3,1,13.3,US PL High Springs Factory,C,3pl,medium,BHW Logistics,,"Newberry, FL",25,0,0,"Jacksonville, FL","25053 SW 18th Ave, Newberry, FL 32669, USA"
4531,48.3,10,93.3,5,70.2,US PL High Springs Factory,A,shipper,high,Amazon Distribution Center,amazon,"Jacksonville, FL",20,25,25,"Jacksonville, FL","12900 Pecan Park Rd, Jacksonville, FL 32218, USA"
4532,48.3,8,96,5,75.1,US PL High Springs Factory,A,shipper,high,JAXPORT Blount Island Marine Terminal,,"Jacksonville, FL",25,22,25,"Jacksonville, FL","9620 Dave Rawls Blvd, Jacksonville, FL 32226, USA"
4533,48.28,10,93.3,5,70.3,US PL High Springs Factory,A,3pl,high,Amazon Fulfillment Center Tours - JAX2,amazon,"Jacksonville, FL",20,25,25,"Jacksonville, FL","12900 Pecan Park Rd, Jacksonville, FL 32218, USA"
4534,48.28,10,93.3,5,70.3,US PL High Springs Factory,A,shipper,medium,Amazon JAX2,amazon,"Jacksonville, FL",20,25,25,"Jacksonville, FL","12900 Pecan Park Rd, Jacksonville, FL 32218, USA"
4535,48.27,42,33.3,5,25.8,US PL Saratoga Spring Factory,C,shipper,medium,Huck Finn Outlet and Distribution Center,,"Albany, NY",25,0,0,"Saratoga Springs, NY","76 Fuller Rd, Albany, NY 12205, USA"
4536,48.27,42,33.3,5,25.8,US PL Zephyrhills Factory,C,shipper,low,The Nutrition Factory,,"Tampa, FL",25,0,0,"Tampa, FL","3251 W Hillsborough Ave, Tampa, FL 33614, USA"
4537,48.25,60,0,5,15.1,US PL Hollis Factory,D,shipper,low,Lanco Integrated,,"Westbrook, ME",0,0,0,"Auburn, ME","12 Thomas Dr, Westbrook, ME 04092, USA"
4538,48.25,60,0,5,15.1,US PL Ontario Factory,D,shipper,low,AWD Procurement & Prep Center,,"Riverside, CA",0,0,0,"Ontario, CA","940 Columbia Ave, Riverside, CA 92507, USA"
4539,48.24,17,100,3,53.5,US PL Sacramento Factory,A,shipper,medium,Pepsi Co Inc,,"Tracy, CA",25,25,25,"Stockton, CA","1565 N MacArthur Dr #500, Tracy, CA 95376, USA"
4540,48.21,46,26.7,5,23.4,US PL Dallas 2 Factory,C,shipper,medium,M&M Manufacturing Company,,"Fort Worth, TX",20,0,0,"Dallas, TX","4001 Mark IV Pkwy, Fort Worth, TX 76106, USA"
4541,48.21,17,80,5,53.6,US PL Mecosta Factory,A,shipper,medium,Meijer Roasting & Packaging,,"Grandville, MI",20,25,15,"Grand Rapids, MI","3040 Remico St SW, Grandville, MI 49418, USA"
4542,48.2,53,33.3,3,19,US PL Dallas 2 Factory,C,shipper,medium,WAXAHACHIE WAREHOUSE,,"Waxahachie, TX",25,0,0,"Dallas, TX","573 Blue Star Dr, Waxahachie, TX 75167, USA"
4543,48.2,42,33.3,5,25.9,US PL Zephyrhills Factory,C,3pl,medium,MINOR LOGISTICS LLC,,"Tampa, FL",25,0,0,"Tampa, FL","8270 Woodland Center Blvd Suite 0208, Tampa, FL 33614, USA"
4544,48.2,42,33.3,5,25.9,US DC NFI - Breinigsville,C,shipper,low,Bakerly Barn,,"Easton, PA",25,0,0,"Allentown, PA","4300 East Braden Boulevard, Easton, PA 18040, USA"
4545,48.14,60,0,5,15.2,US PL Hawkins Factory,D,shipper,low,Contract Manufacturers Ltd,,"Tyler, TX",0,0,0,"Tyler, TX","729 N Fleishel Ave, Tyler, TX 75702, USA"
4546,48.13,31,93.3,1,35,US PL Ontario Factory,A,shipper,medium,Freight+ Multi-Carrier Shipping Software,,"Wildomar, CA",20,25,25,"Ontario, CA","21392 Palomar St, Wildomar, CA 92595, USA"
4547,48.12,42,33.3,5,26,US PL Zephyrhills Factory,C,3pl,medium,Quality Logistics Solutions,,"Tampa, FL",25,0,0,"Tampa, FL","1208 E Kennedy Blvd UNIT 132, Tampa, FL 33602, USA"
4548,48.12,9,93.3,5,71.2,US PL High Springs Factory,A,shipper,medium,Amazon JAX7,amazon,"Jacksonville, FL",20,25,25,"Jacksonville, FL","10501 Cold Storage Rd, Jacksonville, FL 32218, USA"
4549,48.1,53,33.3,3,19.1,US PL Greenwood Indiana,C,shipper,medium,Warehouse,,"Mooresville, IN",25,0,0,"Indianapolis, IN","2491 Westpoint Blvd, Mooresville, IN 46158, USA"
4550,48.07,39,89.3,0,28.5,US PL Mecosta Factory,A,shipper,high,Newaygo Co Dhs - Food Distribution Center,,"White Cloud, MI",20,22,25,"Fremont, MI","1018 E Newell St, White Cloud, MI 49349, USA"
4551,48.07,31,93.3,1,35.1,US PL Denver Factory,A,shipper,high,The Home Depot Distribution Center,the-home-depot,"Mead, CO",20,25,25,"Mead, CO","4194 Weld County Rd 36, Mead, CO 80542, USA"
4552,48.06,51,37.3,3,20.4,US PL Poland Spring Factory,C,shipper,medium,Bootleggers Beverage Warehouse,,"Topsham, ME",25,3,0,"Auburn, ME","13 Hamilton Ct, Topsham, ME 04086, USA"
4553,48.06,13,86.7,5,61.6,US PL McBee Factory,A,shipper,medium,Dow Chemical Co,,"Charlotte, NC",15,25,25,"Charlotte, NC","6101 State Rd 2848, Charlotte, NC 28213, USA"
4554,48.06,9,93.3,5,71.6,US PL Mecosta Factory,A,shipper,high,Sherwin-Williams Manufacturing Plant,,"Holland, MI",20,25,25,"Grand Rapids, MI","636 E 40th St, Holland, MI 49423, USA"
4555,48.06,9,93.3,5,71.6,US PL Mecosta Factory,A,shipper,high,Sherwin-Williams Distribution Center,,"Holland, MI",20,25,25,"Grand Rapids, MI","636 E 40th St, Holland, MI 49423, USA"
4556,48.04,49,20,5,21.3,US PL Dallas 2 Factory,C,shipper,low,Pca Corrugated Products,,"Garland, TX",15,0,0,"Dallas, TX","S Shiloh Rd, Garland, TX 75042, USA"
4557,48.04,46,26.7,5,23.6,US PL Kingfield Factory,C,carrier,low,Doug Harris Trucking Inc,,"Farmington Falls, ME",20,0,0,"Auburn, ME","PO Box 158, Farmington Falls, ME 04940, USA"
4558,48.04,42,33.3,5,26.1,US PL Hawkins Factory,C,shipper,medium,Longview Warehouse & Storage,,"Longview, TX",25,0,0,"Tyler, TX","1601 W Cotton St, Longview, TX 75604, USA"
4559,48.04,42,33.3,5,26.1,US PL Dallas 2 Factory,C,shipper,medium,CTI Foods Soups Plant,,"Saginaw, TX",25,0,0,"Dallas, TX","504 Sansom Blvd, Saginaw, TX 76179, USA"
4560,48.04,42,33.3,5,26.1,US PL Zephyrhills Factory,C,3pl,medium,AFC Logistics Inc,,"Tampa, FL",25,0,0,"Tampa, FL","1120 E Kennedy Blvd UNIT 238, Tampa, FL 33602, USA"
4561,48.04,42,33.3,5,26.1,US PL Greenwood Indiana,C,shipper,low,B Happy Peanut Butter Llc,,"Zionsville, IN",25,0,0,"Indianapolis, IN","340 Raintree Dr, Zionsville, IN 46077, USA"
4562,48.04,38,41.3,5,29.4,US PL Zephyrhills Factory,C,shipper,medium,Marine Warehouse Aquarium,,"Tampa, FL",25,6,0,"Tampa, FL","8021 W Hillsborough Ave, Tampa, FL 33615, USA"
4563,48,56,26.7,3,17.2,US PL Poland Spring Factory,D,shipper,medium,DownEaster Manufacturing,,"Topsham, ME",20,0,0,"Auburn, ME","10 Recycle Dr, Topsham, ME 04086, USA"
